Produto;Preco Venda;Venda Qtd;Cidade;Latitude;Longitude;;
Presunto;10,27;21;Campinas;-22,90994;-47,06263;;
Sorvete;5,26;31;Campinas;-22,90994;-47,06263;;
Café Solúvel;2,37;36;Campinas;-22,90994;-47,06263;;
Biscoito;9,82;21;Campinas;-22,90994;-47,06263;;
Café Solúvel;2,78;35;Campinas;-22,90994;-47,06263;;
Iogurte;8,59;24;Campinas;-22,90994;-47,06263;;
Biscoito;6;29;Campinas;-22,90994;-47,06263;;
Manteiga;3,1;35;Campinas;-22,90994;-47,06263;;
Batata Chips;5,1;31;Campinas;-22,90994;-47,06263;;
Sorvete;2,28;36;Campinas;-22,90994;-47,06263;;
Presunto;2,06;37;Campinas;-22,90994;-47,06263;;
Chocolate;8,37;24;Campinas;-22,90994;-47,06263;;
Biscoito;2,32;36;Campinas;-22,90994;-47,06263;;
Cup Noodles;9,79;21;Campinas;-22,90994;-47,06263;;
Bala;5,55;30;Campinas;-22,90994;-47,06263;;
Bala;7;27;Campinas;-22,90994;-47,06263;;
Batata Chips;5,32;30;Campinas;-22,90994;-47,06263;;
Biscoito;3,74;34;Campinas;-22,90994;-47,06263;;
Cup Noodles;2,73;36;Campinas;-22,90994;-47,06263;;
Manteiga;4,61;32;Campinas;-22,90994;-47,06263;;
Presunto;6,28;28;Campinas;-22,90994;-47,06263;;
Energético;3,81;33;Campinas;-22,90994;-47,06263;;
Amendoim;3,21;35;Campinas;-22,90994;-47,06263;;
Chiclete;3,03;35;Campinas;-22,90994;-47,06263;;
Refrigerante;2,11;37;Campinas;-22,90994;-47,06263;;
Cereal;2,54;36;Campinas;-22,90994;-47,06263;;
Cereal;3,99;33;Campinas;-22,90994;-47,06263;;
Sorvete;5,45;30;Campinas;-22,90994;-47,06263;;
Sorvete;5,49;30;Campinas;-22,90994;-47,06263;;
Manteiga;7,83;25;Campinas;-22,90994;-47,06263;;
Café Solúvel;4,25;33;Campinas;-22,90994;-47,06263;;
Batata Chips;3,92;33;Campinas;-22,90994;-47,06263;;
Amendoim;2,49;36;Campinas;-22,90994;-47,06263;;
Chocolate;8,09;25;Campinas;-22,90994;-47,06263;;
Energético;2,62;36;Campinas;-22,90994;-47,06263;;
Suco;3,17;35;Campinas;-22,90994;-47,06263;;
Cup Noodles;3,01;35;Campinas;-22,90994;-47,06263;;
Café Solúvel;5,65;30;Campinas;-22,90994;-47,06263;;
Manteiga;5,56;30;Campinas;-22,90994;-47,06263;;
Energético;2,89;35;Campinas;-22,90994;-47,06263;;
Biscoito;5,67;30;Campinas;-22,90994;-47,06263;;
Iogurte;8,78;23;Campinas;-22,90994;-47,06263;;
Energético;6,74;28;Campinas;-22,90994;-47,06263;;
Energético;7,58;26;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Café Solúvel;1,82;37;Campinas;-22,90994;-47,06263;;
Bala;6,14;29;Campinas;-22,90994;-47,06263;;
Presunto;7,51;26;Campinas;-22,90994;-47,06263;;
Energético;5,52;30;Campinas;-22,90994;-47,06263;;
Amendoim;5,81;29;Campinas;-22,90994;-47,06263;;
Batata Chips;9,53;22;Campinas;-22,90994;-47,06263;;
Queijo Processado;4;33;Campinas;-22,90994;-47,06263;;
Presunto;3,24;35;Campinas;-22,90994;-47,06263;;
Cereal;4,91;31;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Campinas;-22,90994;-47,06263;;
Batata Chips;1,82;37;Campinas;-22,90994;-47,06263;;
Bala;7,58;26;Campinas;-22,90994;-47,06263;;
Batata Chips;7,73;26;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Biscoito;7,06;27;Campinas;-22,90994;-47,06263;;
Refrigerante;1,91;37;Campinas;-22,90994;-47,06263;;
Biscoito;3,43;34;Campinas;-22,90994;-47,06263;;
Queijo Processado;3,46;34;Campinas;-22,90994;-47,06263;;
Queijo Processado;4,34;32;Campinas;-22,90994;-47,06263;;
Iogurte;2,11;37;Campinas;-22,90994;-47,06263;;
Batata Chips;2,76;36;Campinas;-22,90994;-47,06263;;
Chiclete;4,42;32;Campinas;-22,90994;-47,06263;;
Energético;2,93;35;Campinas;-22,90994;-47,06263;;
Café Solúvel;5,38;30;Campinas;-22,90994;-47,06263;;
Queijo Processado;4,63;32;Campinas;-22,90994;-47,06263;;
Sorvete;2,2;37;Campinas;-22,90994;-47,06263;;
Sorvete;6,58;28;Campinas;-22,90994;-47,06263;;
Amendoim;8,42;24;Campinas;-22,90994;-47,06263;;
Iogurte;8,82;23;Campinas;-22,90994;-47,06263;;
Sorvete;6,61;28;Campinas;-22,90994;-47,06263;;
Iogurte;9,83;21;Campinas;-22,90994;-47,06263;;
Pão de Forma;7,96;25;Campinas;-22,90994;-47,06263;;
Refrigerante;7,44;26;Campinas;-22,90994;-47,06263;;
Presunto;2,66;36;Campinas;-22,90994;-47,06263;;
Sorvete;5,33;30;Campinas;-22,90994;-47,06263;;
Chiclete;7,82;25;Campinas;-22,90994;-47,06263;;
Sorvete;3,56;34;Campinas;-22,90994;-47,06263;;
Biscoito;8,08;25;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Café Solúvel;5,78;29;Campinas;-22,90994;-47,06263;;
Presunto;5,49;30;Campinas;-22,90994;-47,06263;;
Manteiga;2,81;35;Campinas;-22,90994;-47,06263;;
Batata Chips;6,66;28;Campinas;-22,90994;-47,06263;;
Cup Noodles;4,6;32;Campinas;-22,90994;-47,06263;;
Amendoim;7,23;27;Campinas;-22,90994;-47,06263;;
Iogurte;2,58;36;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;10,29;20;Campinas;-22,90994;-47,06263;;
Café Solúvel;9,27;23;Campinas;-22,90994;-47,06263;;
Batata Chips;6,15;29;Campinas;-22,90994;-47,06263;;
Refrigerante;2,95;35;Campinas;-22,90994;-47,06263;;
Bala;7,14;27;Campinas;-22,90994;-47,06263;;
Suco;7,47;26;Campinas;-22,90994;-47,06263;;
Sorvete;5,64;30;Campinas;-22,90994;-47,06263;;
Iogurte;8,27;25;Campinas;-22,90994;-47,06263;;
Energético;2,62;36;Campinas;-22,90994;-47,06263;;
Manteiga;7,01;27;Campinas;-22,90994;-47,06263;;
Batata Chips;5,7;30;Campinas;-22,90994;-47,06263;;
Queijo Processado;5,79;29;Campinas;-22,90994;-47,06263;;
Presunto;5,44;30;Campinas;-22,90994;-47,06263;;
Cereal;5,12;31;Campinas;-22,90994;-47,06263;;
Manteiga;7,4;26;Campinas;-22,90994;-47,06263;;
Bala;4,08;33;Campinas;-22,90994;-47,06263;;
Bala;7,82;25;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Suco;2,3;36;Campinas;-22,90994;-47,06263;;
Pão de Forma;2,4;36;Campinas;-22,90994;-47,06263;;
Chiclete;5,77;30;Campinas;-22,90994;-47,06263;;
Chocolate;7,5;26;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;8,97;23;Campinas;-22,90994;-47,06263;;
Pão de Forma;8,09;25;Campinas;-22,90994;-47,06263;;
Cereal;3,58;34;Campinas;-22,90994;-47,06263;;
Manteiga;7,06;27;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Araraquara;-21,78528;-48,17806;;
Iogurte;9,26;23;Campinas;-22,90994;-47,06263;;
Suco;2,17;37;Campinas;-22,90994;-47,06263;;
Café Solúvel;6,27;29;Campinas;-22,90994;-47,06263;;
Biscoito;9,52;22;Campinas;-22,90994;-47,06263;;
Iogurte;5,41;30;Campinas;-22,90994;-47,06263;;
Presunto;6,15;29;Campinas;-22,90994;-47,06263;;
Cup Noodles;2,71;36;Campinas;-22,90994;-47,06263;;
Pão de Forma;1,55;38;Campinas;-22,90994;-47,06263;;
Chiclete;10,1;21;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Presunto;8,35;24;Campinas;-22,90994;-47,06263;;
Pão de Forma;6,54;28;Campinas;-22,90994;-47,06263;;
Batata Chips;7,94;25;Campinas;-22,90994;-47,06263;;
Presunto;5;31;Campinas;-22,90994;-47,06263;;
Amendoim;7,3;26;Campinas;-22,90994;-47,06263;;
Suco;5,99;29;Campinas;-22,90994;-47,06263;;
Sorvete;2,42;36;Campinas;-22,90994;-47,06263;;
Pão de Forma;6,49;28;Campinas;-22,90994;-47,06263;;
Manteiga;3,32;34;Campinas;-22,90994;-47,06263;;
Presunto;4,85;31;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Amendoim;2,98;35;Campinas;-22,90994;-47,06263;;
Amendoim;8,94;23;Campinas;-22,90994;-47,06263;;
Chiclete;2,85;35;Campinas;-22,90994;-47,06263;;
Suco;2,45;36;Campinas;-22,90994;-47,06263;;
Manteiga;6,08;29;Campinas;-22,90994;-47,06263;;
Biscoito;6,46;28;Campinas;-22,90994;-47,06263;;
Amendoim;7,18;27;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;São Paulo;-23,55052;-46,63331;;
Manteiga;8,91;23;Campinas;-22,90994;-47,06263;;
Cup Noodles;8,5;24;Campinas;-22,90994;-47,06263;;
Pão de Forma;2,65;36;Campinas;-22,90994;-47,06263;;
Queijo Processado;6,14;29;Campinas;-22,90994;-47,06263;;
Presunto;4,09;33;Campinas;-22,90994;-47,06263;;
Cereal;7,72;26;Campinas;-22,90994;-47,06263;;
Café Solúvel;3,89;33;Campinas;-22,90994;-47,06263;;
Chiclete;2,66;36;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;5,58;30;Campinas;-22,90994;-47,06263;;
Cereal;4,77;32;Campinas;-22,90994;-47,06263;;
Chiclete;10,19;21;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Café Solúvel;4,53;32;Campinas;-22,90994;-47,06263;;
Bala;4,85;31;Campinas;-22,90994;-47,06263;;
Presunto;3,68;34;Campinas;-22,90994;-47,06263;;
Cup Noodles;2,56;36;Campinas;-22,90994;-47,06263;;
Suco;4,84;31;Campinas;-22,90994;-47,06263;;
Energético;1,69;38;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;3,88;33;Campinas;-22,90994;-47,06263;;
Energético;4,79;31;Campinas;-22,90994;-47,06263;;
Bala;5,8;29;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;3,33;34;Campinas;-22,90994;-47,06263;;
Cereal;2,18;37;Campinas;-22,90994;-47,06263;;
Batata Chips;8,77;24;Campinas;-22,90994;-47,06263;;
Cereal;7,16;27;Campinas;-22,90994;-47,06263;;
Iogurte;10,09;21;Campinas;-22,90994;-47,06263;;
Biscoito;7,67;26;Campinas;-22,90994;-47,06263;;
Cup Noodles;2,46;36;Campinas;-22,90994;-47,06263;;
Bala;8,89;23;Campinas;-22,90994;-47,06263;;
Chiclete;6,43;28;Campinas;-22,90994;-47,06263;;
Suco;9,61;22;Campinas;-22,90994;-47,06263;;
Energético;2,21;37;Campinas;-22,90994;-47,06263;;
Suco;4,82;31;Campinas;-22,90994;-47,06263;;
Iogurte;6,23;29;Campinas;-22,90994;-47,06263;;
Chocolate;4,02;33;Campinas;-22,90994;-47,06263;;
Batata Chips;5,2;31;Campinas;-22,90994;-47,06263;;
Bala;5,36;30;Campinas;-22,90994;-47,06263;;
Pão de Forma;6,19;29;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Amendoim;6,61;28;Campinas;-22,90994;-47,06263;;
Cup Noodles;6,42;28;Campinas;-22,90994;-47,06263;;
Bala;6,32;28;Campinas;-22,90994;-47,06263;;
Cup Noodles;4,98;31;Campinas;-22,90994;-47,06263;;
Biscoito;5,24;31;Campinas;-22,90994;-47,06263;;
Cup Noodles;2,8;35;Campinas;-22,90994;-47,06263;;
Cup Noodles;4,08;33;Campinas;-22,90994;-47,06263;;
Biscoito;6,25;29;Campinas;-22,90994;-47,06263;;
Cup Noodles;3,53;34;Campinas;-22,90994;-47,06263;;
Iogurte;6,95;27;Campinas;-22,90994;-47,06263;;
Chocolate;5,9;29;Campinas;-22,90994;-47,06263;;
Biscoito;5,2;31;Campinas;-22,90994;-47,06263;;
Suco;3,63;34;Campinas;-22,90994;-47,06263;;
Bala;2,58;36;Campinas;-22,90994;-47,06263;;
Cereal;3,11;35;Campinas;-22,90994;-47,06263;;
Sorvete;5,04;31;Campinas;-22,90994;-47,06263;;
Refrigerante;7,03;27;Campinas;-22,90994;-47,06263;;
Chiclete;8,69;24;Campinas;-22,90994;-47,06263;;
Bala;7,59;26;Campinas;-22,90994;-47,06263;;
Presunto;6,7;28;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;5,57;30;Campinas;-22,90994;-47,06263;;
Suco;5,02;31;Campinas;-22,90994;-47,06263;;
Batata Chips;6,81;27;Campinas;-22,90994;-47,06263;;
Manteiga;6,62;28;Campinas;-22,90994;-47,06263;;
Chocolate;6,14;29;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Jundiaí;-23,18548;-46,89784;;
Água Mineral;4;32;Jundiaí;-23,18548;-46,89784;;
Energético;6,41;28;Campinas;-22,90994;-47,06263;;
Iogurte;10,19;21;Campinas;-22,90994;-47,06263;;
Manteiga;3,4;34;Campinas;-22,90994;-47,06263;;
Refrigerante;8,88;23;Campinas;-22,90994;-47,06263;;
Bala;4;33;Campinas;-22,90994;-47,06263;;
Bala;6,19;29;Campinas;-22,90994;-47,06263;;
Biscoito;3,74;34;Campinas;-22,90994;-47,06263;;
Biscoito;4,84;31;Campinas;-22,90994;-47,06263;;
Suco;5,01;31;Campinas;-22,90994;-47,06263;;
Cup Noodles;1,84;37;Campinas;-22,90994;-47,06263;;
Sorvete;4,54;32;Campinas;-22,90994;-47,06263;;
Batata Chips;7,09;27;Campinas;-22,90994;-47,06263;;
Café Solúvel;6,13;29;Campinas;-22,90994;-47,06263;;
Café Solúvel;6,58;28;Campinas;-22,90994;-47,06263;;
Chiclete;5,65;30;Campinas;-22,90994;-47,06263;;
Manteiga;2,33;36;Campinas;-22,90994;-47,06263;;
Biscoito;8,14;25;Campinas;-22,90994;-47,06263;;
Bala;6,21;29;Campinas;-22,90994;-47,06263;;
Biscoito;2,79;35;Campinas;-22,90994;-47,06263;;
Pão de Forma;9,28;22;Campinas;-22,90994;-47,06263;;
Biscoito;5,79;29;Campinas;-22,90994;-47,06263;;
Chiclete;2,81;35;Campinas;-22,90994;-47,06263;;
Pão de Forma;8,91;23;Campinas;-22,90994;-47,06263;;
Suco;3,99;33;Campinas;-22,90994;-47,06263;;
Pão de Forma;2,9;35;Campinas;-22,90994;-47,06263;;
Sorvete;2,5;36;Campinas;-22,90994;-47,06263;;
Bala;4,74;32;Campinas;-22,90994;-47,06263;;
Iogurte;7,56;26;Campinas;-22,90994;-47,06263;;
Pão de Forma;2,77;36;Campinas;-22,90994;-47,06263;;
Presunto;6,38;28;Campinas;-22,90994;-47,06263;;
Biscoito;3,67;34;Campinas;-22,90994;-47,06263;;
Batata Chips;6,61;28;Campinas;-22,90994;-47,06263;;
Cereal;5,82;29;Campinas;-22,90994;-47,06263;;
Chiclete;8,34;24;Campinas;-22,90994;-47,06263;;
Queijo Processado;9,28;22;Campinas;-22,90994;-47,06263;;
Batata Chips;10,09;21;Campinas;-22,90994;-47,06263;;
Refrigerante;7,2;27;Campinas;-22,90994;-47,06263;;
Manteiga;6,85;27;Campinas;-22,90994;-47,06263;;
Iogurte;2,1;37;Campinas;-22,90994;-47,06263;;
Refrigerante;4,21;33;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;São Paulo;-23,55052;-46,63331;;
Chocolate;4,45;32;Campinas;-22,90994;-47,06263;;
Sorvete;5,92;29;Campinas;-22,90994;-47,06263;;
Cereal;6,78;27;Campinas;-22,90994;-47,06263;;
Refrigerante;10,14;21;Campinas;-22,90994;-47,06263;;
Sorvete;9,25;23;Campinas;-22,90994;-47,06263;;
Sorvete;5,67;30;Campinas;-22,90994;-47,06263;;
Biscoito;5,32;30;Campinas;-22,90994;-47,06263;;
Queijo Processado;6,05;29;Campinas;-22,90994;-47,06263;;
Cereal;4,35;32;Campinas;-22,90994;-47,06263;;
Biscoito;3,23;35;Campinas;-22,90994;-47,06263;;
Chiclete;8,16;25;Campinas;-22,90994;-47,06263;;
Batata Chips;7,51;26;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Araraquara;-21,78528;-48,17806;;
Bala;3,43;34;Campinas;-22,90994;-47,06263;;
Cereal;6,05;29;Campinas;-22,90994;-47,06263;;
Chocolate;3,16;35;Campinas;-22,90994;-47,06263;;
Iogurte;8,9;23;Campinas;-22,90994;-47,06263;;
Cereal;2,35;36;Campinas;-22,90994;-47,06263;;
Biscoito;9,96;21;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;9,23;23;Campinas;-22,90994;-47,06263;;
Energético;2,51;36;Campinas;-22,90994;-47,06263;;
Queijo Processado;6,81;27;Campinas;-22,90994;-47,06263;;
Café Solúvel;6,57;28;Campinas;-22,90994;-47,06263;;
Café Solúvel;4,17;33;Campinas;-22,90994;-47,06263;;
Sorvete;5,64;30;Campinas;-22,90994;-47,06263;;
Cereal;3,34;34;Campinas;-22,90994;-47,06263;;
Cereal;9,8;21;Campinas;-22,90994;-47,06263;;
Energético;2,86;35;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Jundiaí;-23,18548;-46,89784;;
Cereal;3,33;34;Campinas;-22,90994;-47,06263;;
Pão de Forma;5,76;30;Campinas;-22,90994;-47,06263;;
Café Solúvel;2,3;36;Campinas;-22,90994;-47,06263;;
Manteiga;2,72;36;Campinas;-22,90994;-47,06263;;
Queijo Processado;8,67;24;Campinas;-22,90994;-47,06263;;
Cup Noodles;2,13;37;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;3,18;35;Campinas;-22,90994;-47,06263;;
Chiclete;6,73;28;Campinas;-22,90994;-47,06263;;
Chiclete;6,16;29;Campinas;-22,90994;-47,06263;;
Pão de Forma;4,16;33;Campinas;-22,90994;-47,06263;;
Biscoito;8,72;24;Campinas;-22,90994;-47,06263;;
Bala;3,79;33;Campinas;-22,90994;-47,06263;;
Café Solúvel;2,71;36;Campinas;-22,90994;-47,06263;;
Batata Chips;5,66;30;Campinas;-22,90994;-47,06263;;
Queijo Processado;7,66;26;Campinas;-22,90994;-47,06263;;
Biscoito;4,1;33;Campinas;-22,90994;-47,06263;;
Cereal;3,79;33;Campinas;-22,90994;-47,06263;;
Pão de Forma;3,25;35;Campinas;-22,90994;-47,06263;;
Bala;4,16;33;Campinas;-22,90994;-47,06263;;
Pão de Forma;9,13;23;Campinas;-22,90994;-47,06263;;
Presunto;7,56;26;Campinas;-22,90994;-47,06263;;
Bala;8,94;23;Campinas;-22,90994;-47,06263;;
Iogurte;3,12;35;Campinas;-22,90994;-47,06263;;
Chiclete;7,41;26;Campinas;-22,90994;-47,06263;;
Energético;3,02;35;Campinas;-22,90994;-47,06263;;
Batata Chips;4,05;33;Campinas;-22,90994;-47,06263;;
Cereal;6,04;29;Campinas;-22,90994;-47,06263;;
Presunto;6,68;28;Campinas;-22,90994;-47,06263;;
Chocolate;8,86;23;Campinas;-22,90994;-47,06263;;
Chiclete;4,07;33;Campinas;-22,90994;-47,06263;;
Pão de Forma;3,23;35;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;8,35;24;Campinas;-22,90994;-47,06263;;
Presunto;4,58;32;Campinas;-22,90994;-47,06263;;
Manteiga;1,71;38;Campinas;-22,90994;-47,06263;;
Bala;4,32;32;Campinas;-22,90994;-47,06263;;
Refrigerante;6,16;29;Campinas;-22,90994;-47,06263;;
Café Solúvel;5,29;30;Campinas;-22,90994;-47,06263;;
Energético;4,81;31;Campinas;-22,90994;-47,06263;;
Suco;4,2;33;Campinas;-22,90994;-47,06263;;
Cereal;7,44;26;Campinas;-22,90994;-47,06263;;
Sorvete;9,9;21;Campinas;-22,90994;-47,06263;;
Batata Chips;6,06;29;Campinas;-22,90994;-47,06263;;
Bala;2,88;35;Campinas;-22,90994;-47,06263;;
Iogurte;10,13;21;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;4,33;32;Campinas;-22,90994;-47,06263;;
Energético;2,24;37;Campinas;-22,90994;-47,06263;;
Manteiga;8,29;24;Campinas;-22,90994;-47,06263;;
Bala;5,67;30;Campinas;-22,90994;-47,06263;;
Iogurte;5,52;30;Campinas;-22,90994;-47,06263;;
Cup Noodles;3,35;34;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,66;26;Campinas;-22,90994;-47,06263;;
Energético;3,68;34;Campinas;-22,90994;-47,06263;;
Iogurte;4,58;32;Campinas;-22,90994;-47,06263;;
Chocolate;6,48;28;Campinas;-22,90994;-47,06263;;
Chiclete;5,61;30;Campinas;-22,90994;-47,06263;;
Cereal;4,37;32;Campinas;-22,90994;-47,06263;;
Energético;1,63;38;Campinas;-22,90994;-47,06263;;
Chiclete;2,09;37;Campinas;-22,90994;-47,06263;;
Suco;10,03;21;Campinas;-22,90994;-47,06263;;
Iogurte;5,13;31;Campinas;-22,90994;-47,06263;;
Energético;7,85;25;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Campinas;-22,90994;-47,06263;;
Amendoim;5,93;29;Campinas;-22,90994;-47,06263;;
Chiclete;3,52;34;Campinas;-22,90994;-47,06263;;
Suco;1,98;37;Campinas;-22,90994;-47,06263;;
Sorvete;6,07;29;Campinas;-22,90994;-47,06263;;
Presunto;6,94;27;Campinas;-22,90994;-47,06263;;
Queijo Processado;6,94;27;Campinas;-22,90994;-47,06263;;
Cup Noodles;4,4;32;Campinas;-22,90994;-47,06263;;
Manteiga;5,22;31;Campinas;-22,90994;-47,06263;;
Cereal;6,53;28;Campinas;-22,90994;-47,06263;;
Amendoim;9,17;23;Campinas;-22,90994;-47,06263;;
Café Solúvel;7,21;27;Campinas;-22,90994;-47,06263;;
Chiclete;3,98;33;Campinas;-22,90994;-47,06263;;
Bala;6,36;28;Campinas;-22,90994;-47,06263;;
Energético;5,85;29;Campinas;-22,90994;-47,06263;;
Chocolate;7,47;26;Campinas;-22,90994;-47,06263;;
Energético;4,81;31;Campinas;-22,90994;-47,06263;;
Bala;6,84;27;Campinas;-22,90994;-47,06263;;
Batata Chips;9,64;22;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Campinas;-22,90994;-47,06263;;
Presunto;1,76;38;Campinas;-22,90994;-47,06263;;
Biscoito;7,76;26;Campinas;-22,90994;-47,06263;;
Chiclete;4,66;32;Campinas;-22,90994;-47,06263;;
Chiclete;4,44;32;Campinas;-22,90994;-47,06263;;
Café Solúvel;8,35;24;Campinas;-22,90994;-47,06263;;
Pão de Forma;7,23;27;Campinas;-22,90994;-47,06263;;
Bala;4,94;31;Campinas;-22,90994;-47,06263;;
Biscoito;8,54;24;Campinas;-22,90994;-47,06263;;
Iogurte;3,39;34;Campinas;-22,90994;-47,06263;;
Presunto;2,05;37;Campinas;-22,90994;-47,06263;;
Cup Noodles;2,77;36;Campinas;-22,90994;-47,06263;;
Energético;6,9;27;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,26;27;Campinas;-22,90994;-47,06263;;
Presunto;3,11;35;Campinas;-22,90994;-47,06263;;
Chocolate;5,68;30;Campinas;-22,90994;-47,06263;;
Biscoito;5,11;31;Campinas;-22,90994;-47,06263;;
Presunto;1,89;37;Campinas;-22,90994;-47,06263;;
Bala;2,11;37;Campinas;-22,90994;-47,06263;;
Energético;4,47;32;Campinas;-22,90994;-47,06263;;
Café Solúvel;6,96;27;Campinas;-22,90994;-47,06263;;
Chiclete;8,96;23;Campinas;-22,90994;-47,06263;;
Batata Chips;4,11;33;Campinas;-22,90994;-47,06263;;
Pão de Forma;6,12;29;Campinas;-22,90994;-47,06263;;
Iogurte;9,95;21;Campinas;-22,90994;-47,06263;;
Iogurte;7,35;26;Campinas;-22,90994;-47,06263;;
Cereal;7,75;26;Campinas;-22,90994;-47,06263;;
Manteiga;7,77;26;Campinas;-22,90994;-47,06263;;
Refrigerante;3,44;34;Campinas;-22,90994;-47,06263;;
Batata Chips;2,27;37;Campinas;-22,90994;-47,06263;;
Pão de Forma;3,81;33;Campinas;-22,90994;-47,06263;;
Pão de Forma;7,32;26;Campinas;-22,90994;-47,06263;;
Chiclete;4,27;33;Campinas;-22,90994;-47,06263;;
Cereal;8,31;24;Campinas;-22,90994;-47,06263;;
Iogurte;2,43;36;Campinas;-22,90994;-47,06263;;
Café Solúvel;7,62;26;Campinas;-22,90994;-47,06263;;
Presunto;7,23;27;Campinas;-22,90994;-47,06263;;
Batata Chips;4,92;31;Campinas;-22,90994;-47,06263;;
Bala;3,24;35;Campinas;-22,90994;-47,06263;;
Pão de Forma;5,45;30;Campinas;-22,90994;-47,06263;;
Queijo Processado;7,59;26;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Araraquara;-21,78528;-48,17806;;
Bolacha Recheada;7,51;26;Campinas;-22,90994;-47,06263;;
Amendoim;6,36;28;Campinas;-22,90994;-47,06263;;
Queijo Processado;2,99;35;Campinas;-22,90994;-47,06263;;
Chiclete;9,03;23;Campinas;-22,90994;-47,06263;;
Queijo Processado;7,08;27;Campinas;-22,90994;-47,06263;;
Batata Chips;6,78;27;Campinas;-22,90994;-47,06263;;
Presunto;9,99;21;Campinas;-22,90994;-47,06263;;
Iogurte;8,97;23;Campinas;-22,90994;-47,06263;;
Energético;5,62;30;Campinas;-22,90994;-47,06263;;
Presunto;5,79;29;Campinas;-22,90994;-47,06263;;
Chiclete;2,23;37;Campinas;-22,90994;-47,06263;;
Iogurte;7,31;26;Campinas;-22,90994;-47,06263;;
Batata Chips;6,05;29;Campinas;-22,90994;-47,06263;;
Refrigerante;3,44;34;Campinas;-22,90994;-47,06263;;
Bala;4,99;31;Campinas;-22,90994;-47,06263;;
Amendoim;7,88;25;Campinas;-22,90994;-47,06263;;
Cereal;7,99;25;Campinas;-22,90994;-47,06263;;
Amendoim;2,25;37;Campinas;-22,90994;-47,06263;;
Sorvete;10,14;21;Campinas;-22,90994;-47,06263;;
Presunto;5,64;30;Campinas;-22,90994;-47,06263;;
Iogurte;4,57;32;Campinas;-22,90994;-47,06263;;
Presunto;5,56;30;Campinas;-22,90994;-47,06263;;
Amendoim;4,07;33;Campinas;-22,90994;-47,06263;;
Café Solúvel;8;25;Campinas;-22,90994;-47,06263;;
Chiclete;4,74;32;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Pão de Forma;4,28;32;Campinas;-22,90994;-47,06263;;
Amendoim;3,54;34;Campinas;-22,90994;-47,06263;;
Pão de Forma;3,04;35;Campinas;-22,90994;-47,06263;;
Refrigerante;6,58;28;Campinas;-22,90994;-47,06263;;
Biscoito;8,13;25;Campinas;-22,90994;-47,06263;;
Iogurte;7,72;26;Campinas;-22,90994;-47,06263;;
Cereal;7,9;25;Campinas;-22,90994;-47,06263;;
Biscoito;7,33;26;Campinas;-22,90994;-47,06263;;
Café Solúvel;2,68;36;Campinas;-22,90994;-47,06263;;
Chiclete;4,39;32;Campinas;-22,90994;-47,06263;;
Café Solúvel;1,95;37;Campinas;-22,90994;-47,06263;;
Cup Noodles;6,28;28;Campinas;-22,90994;-47,06263;;
Chiclete;2,36;36;Campinas;-22,90994;-47,06263;;
Manteiga;6,02;29;Campinas;-22,90994;-47,06263;;
Café Solúvel;7,43;26;Campinas;-22,90994;-47,06263;;
Presunto;7,56;26;Campinas;-22,90994;-47,06263;;
